priority_rank,priority_score,priority_tier,catalog,source_id,cohorts,cohort_ranks,cohort_count,cohort_score,visibility_score,quality_score,crossmatch_gap_score,priority_reasons,quality_flags,quality_flag_count,has_official_best_neighbour,has_fis_supplemental_match,has_any_gaia_hip_match,official_neighbourhood_ids,counterpart_ids,apparent_mag,r_pc_parallax,pm_total_masyr
1119,40.968,P4,gaia_dr3,4017860992519744384,nearest;high_pm,nearest:292;high_pm:378,2,26.968,14.0,0.0,0.0,nearest_rank=292;high_pm_rank=378;multi_cohort=2,,0,True,False,True,57087,57087,9.582008361816406,9.77503868041466,1209.563978195848
1120,40.964,P4,gaia_dr3,2863419584886542080,high_pm,high_pm:252,1,8.964,10.0,0.0,22.0,high_pm_rank=252;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.935160636901855,12.259099117031226,1379.4390361993774
1121,40.96,P4,gaia_dr3,4072953671943400832,brightest,brightest:185,1,18.96,8.0,14.0,0.0,brightest_rank=185;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,True,False,True,92041,92041,3.159421682357788,,
1122,40.94,P4,gaia_dr3,1197588859547184640,brightest,brightest:252,1,14.94,8.0,18.0,0.0,brightest_rank=252;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,77450,77450,3.348803997039795,117.3286084815006,102.78338263073069
1123,40.888,P4,gaia_dr3,59015088325932544,high_pm,high_pm:143,1,12.888,6.0,0.0,22.0,high_pm_rank=143;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.505908966064453,39.55195719023979,1667.7221435035333
1124,40.816,P2,hipparcos2,78400,high_pm,high_pm:395,1,3.816,5.0,10.0,22.0,high_pm_rank=395;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,False,False,,,5.572000026702881,35.21126937866211,756.8163626666644
1125,40.8,P4,hipparcos2,113136,brightest,brightest:221,1,16.8,8.0,10.0,6.0,brightest_rank=221;fis_supplemental_only_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,True,True,,2404579570000684544,3.2964000701904297,49.23683166503906,50.9176992803092
1126,40.76,P4,gaia_dr3,3554395813252625920,high_pm,high_pm:91,1,14.76,10.0,10.0,6.0,high_pm_rank=91;fis_supplemental_only_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,True,True,,52621,10.290990829467773,18.806969162672072,1963.7716257467423
1127,40.68,P4,hipparcos2,8886,brightest,brightest:223,1,16.68,8.0,10.0,6.0,brightest_rank=223;fis_supplemental_only_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,True,True,,511974502720839040,3.310699939727783,126.26262664794922,37.262470395828565
1128,40.62,P4,gaia_dr3,5253347574087339776,brightest,brightest:124,1,22.62,8.0,10.0,0.0,brightest_rank=124;ruwe_gt_1p4,ruwe_gt_1p4,1,True,False,True,50371,50371,2.8710227012634277,232.30718156721687,26.23932612206615
1129,40.564,P4,gaia_dr3,2709234382128509568,high_pm,high_pm:152,1,12.564,6.0,0.0,22.0,high_pm_rank=152;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.579907417297363,48.36667313358535,1645.9002709267968
1130,40.48,P4,hipparcos2,50801,brightest,brightest:193,1,18.48,8.0,8.0,6.0,brightest_rank=193;fis_supplemental_only_match;hip_component_flag,hip_component_flag,1,False,True,True,,804753180515722624,3.154400110244751,70.62146759033203,88.80470989761749
1131,40.48,P4,gaia_dr3,216172202295911808,brightest,brightest:293,1,12.48,8.0,14.0,6.0,brightest_rank=293;fis_supplemental_only_match;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,False,True,True,,28358,3.451843738555908,,
1132,40.364,P4,hipparcos2,17666,high_pm,high_pm:102,1,14.364,8.0,18.0,0.0,high_pm_rank=102;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,True,False,True,231113736385994624,231113736385994624,7.786799907684326,21.905803680419922,1383.1503884249175
1133,40.36,P4,gaia_dr3,866177431955478144,brightest,brightest:295,1,12.36,12.0,10.0,6.0,brightest_rank=295;fis_supplemental_only_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,True,True,,35550,3.4571263790130615,18.59800646881797,31.379292141113687
1134,40.36,P4,gaia_dr3,664214600677732864,nearest,nearest:395,1,6.36,4.0,8.0,22.0,nearest_rank=395;no_official_or_fis_gaia_hip_match;astrometric_excess_noise_gt_1,astrometric_excess_noise_gt_1,1,False,False,False,,,20.402082443237305,10.799068501962692,588.2883515691211
1135,40.348,P4,gaia_dr3,2573758847185812480,high_pm,high_pm:158,1,12.348,6.0,0.0,22.0,high_pm_rank=158;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,15.307563781738281,44.74891647540328,1624.164046976962
1136,40.34,P4,gaia_dr3,6112195451032545024,brightest,brightest:262,1,14.34,8.0,18.0,0.0,brightest_rank=262;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,67464,67464,3.378937244415283,124.26124073981586,33.67028272939265
1137,40.3,P4,hipparcos2,81377,brightest,brightest:96,1,24.3,8.0,8.0,0.0,brightest_rank=96;hip_component_flag,hip_component_flag,1,True,False,True,4337352305320149760,4337352305320149760,2.5708000659942627,112.23344421386719,29.110336652124104
1138,40.272,P4,hipparcos2,22762,nearest;high_pm,nearest:297;high_pm:389,2,26.272,4.0,10.0,0.0,nearest_rank=297;high_pm_rank=389;multi_cohort=2;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,2979590513145784192,2979590513145784192,10.930500030517578,12.118274688720703,761.4057244991004
1139,40.2,P4,gaia_dr3,6406700636957782144,brightest,brightest:431,1,4.2,8.0,28.0,0.0,brightest_rank=431;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,True,False,True,111310,111310,3.720557451248169,86.74969227281194,45.264895610260815
1140,40.148,P4,hipparcos2,67487,high_pm;nearest,high_pm:58;nearest:431,2,30.148,10.0,0.0,0.0,nearest_rank=431;high_pm_rank=58;multi_cohort=2,,0,True,False,True,6288325222245417856,6288325222245417856,8.289600372314453,14.30001449584961,1818.8854803422892
1141,40.1,P4,gaia_dr3,872128538640246144,brightest,brightest:266,1,14.1,8.0,18.0,0.0,brightest_rank=266;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,36962,36962,3.3864715099334717,77.66352783782956,110.97312306906367
1142,40.1,P4,gaia_dr3,6203033940614597504,brightest,brightest:366,1,8.1,8.0,18.0,6.0,brightest_rank=366;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,72010,3.5942471027374268,68.92657878339983,188.26900947834875
1143,40.064,P4,hipparcos2,116317,high_pm;nearest,high_pm:107;nearest:403,2,30.064,10.0,0.0,0.0,nearest_rank=403;high_pm_rank=107;multi_cohort=2,,0,True,False,True,2644439955745152512,2644439955745152512,11.201299667358398,13.978194236755371,1366.627295680867
1144,40.06,P4,gaia_dr3,881250430700478080,nearest,nearest:400,1,6.06,4.0,8.0,22.0,nearest_rank=400;no_official_or_fis_gaia_hip_match;astrometric_excess_noise_gt_1,astrometric_excess_noise_gt_1,1,False,False,False,,,20.881080627441406,10.87790545434847,400.3579170591068
1145,40.04,P4,gaia_dr3,5912398348432135552,brightest,brightest:367,1,8.04,8.0,24.0,0.0,brightest_rank=367;ruwe_gt_1p4;astrometric_excess_noise_gt_1;non_single_star,ruwe_gt_1p4;astrometric_excess_noise_gt_1;non_single_star,3,True,False,True,85727,85727,3.5960280895233154,69.11411077768075,113.6300059084241
1146,40.028,P4,gaia_dr3,2030861099681010304,high_pm,high_pm:278,1,8.028,10.0,0.0,22.0,high_pm_rank=278;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,14.30205249786377,11.671907157821176,1333.6987687670744
1147,40.024,P4,hipparcos2,84862,high_pm;nearest,high_pm:197;nearest:433,2,25.024,15.0,0.0,0.0,nearest_rank=433;high_pm_rank=197;multi_cohort=2,,0,True,False,True,1333760419707327744,1333760419707327744,5.508900165557861,14.32664680480957,1049.2822511602872
1148,39.988,P4,gaia_dr3,4412055049456215808,high_pm,high_pm:168,1,11.988,6.0,0.0,22.0,high_pm_rank=168;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.652459144592285,30.095874351379184,1598.273365003571
1149,39.96,P4,hipparcos2,97165,brightest,brightest:135,1,21.96,8.0,10.0,0.0,brightest_rank=135;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,2079784488001577600,2079784488001577600,2.868299961090088,50.581687927246094,65.65028941291881
1150,39.92,P4,hipparcos2,25281,brightest,brightest:219,1,16.92,8.0,15.0,0.0,brightest_rank=219;parallax_frac_error_gt_0p1;hip_solution_type_not_5,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,True,False,True,3214077516844988800,3214077516844988800,3.2918999195098877,299.4012145996094,3.5320956951928695
1151,39.92,P4,gaia_dr3,2228253123642541696,high_pm,high_pm:281,1,7.92,10.0,0.0,22.0,high_pm_rank=281;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,10.839232444763184,18.049959694080233,1329.3338257597086
1152,39.88,P4,gaia_dr3,905727002643849472,high_pm,high_pm:171,1,11.88,6.0,0.0,22.0,high_pm_rank=171;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,14.641529083251953,26.608943992642452,1585.804536764555
1153,39.84,P4,hipparcos2,66906,nearest;high_pm,nearest:164;high_pm:456,2,31.84,8.0,0.0,0.0,nearest_rank=164;high_pm_rank=456;multi_cohort=2,,0,True,False,True,1470462322431834880,1470462322431834880,11.980799674987793,9.279020309448242,717.6611274132102
1154,39.84,P4,hipparcos2,45080,brightest,brightest:237,1,15.84,8.0,10.0,6.0,brightest_rank=237;fis_supplemental_only_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,True,True,,5300534077635861888,3.3666000366210938,136.98629760742188,22.40289267036737
1155,39.8,P4,gaia_dr3,6801963487915169920,brightest,brightest:271,1,13.8,8.0,18.0,0.0,brightest_rank=271;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,102978,102978,3.3990402221679688,169.56425562060366,9.245604030341807
1156,39.744,P4,hipparcos2,4872,nearest;high_pm,nearest:183;high_pm:427,2,31.744,8.0,0.0,0.0,nearest_rank=183;high_pm_rank=427;multi_cohort=2,,0,True,False,True,522863309964987520,522863309964987520,9.614100456237793,9.960159301757812,737.0882547565114
1157,39.74,P4,gaia_dr3,5642935536248627456,brightest,brightest:372,1,7.74,8.0,18.0,6.0,brightest_rank=372;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,43409,3.6095452308654785,64.45692282684797,158.6992336073388
1158,39.736,P4,gaia_dr3,220989197096055040,high_pm,high_pm:175,1,11.736,6.0,0.0,22.0,high_pm_rank=175;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,12.035497665405273,27.28183120664424,1579.816798154691
1159,39.68,P4,gaia_dr3,3312052249215275904,brightest,brightest:273,1,13.68,8.0,18.0,0.0,brightest_rank=273;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,20205,20205,3.402756690979004,46.15835814434777,118.57247367733899
1160,39.68,P4,gaia_dr3,2891816671700460288,brightest,brightest:373,1,7.68,8.0,18.0,6.0,brightest_rank=373;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,30277,3.611398458480835,66.44942065381063,56.8789003524727
1161,39.592,P4,gaia_dr3,6327159217024104064,high_pm,high_pm:179,1,11.592,6.0,0.0,22.0,high_pm_rank=179;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,14.283280372619629,40.17765799329637,1570.1039588334972
1162,39.572,P4,hipparcos2,54532,nearest;high_pm,nearest:226;high_pm:249,2,35.572,4.0,0.0,0.0,nearest_rank=226;high_pm_rank=249;multi_cohort=2,,0,True,False,True,3536123338748976256,3536123338748976256,10.473199844360352,10.75268840789795,912.989980667915
1163,39.56,P4,gaia_dr3,6425343818681031040,brightest,brightest:275,1,13.56,8.0,18.0,0.0,brightest_rank=275;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,102395,102395,3.405487537384033,42.01480654012224,43.97627473111079
1164,39.556,P4,gaia_dr3,1235307193617100160,high_pm,high_pm:180,1,11.556,6.0,0.0,22.0,high_pm_rank=180;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.852090835571289,37.96094697364556,1569.6878679321815
1165,39.52,P2,hipparcos2,58412,high_pm,high_pm:431,1,2.52,0.0,15.0,22.0,high_pm_rank=431;no_official_or_fis_gaia_hip_match;parallax_frac_error_gt_0p1;hip_solution_type_not_5,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,False,False,False,,,11.137100219726562,40.01600646972656,734.3577009877407
1166,39.5,P4,hipparcos2,75264,brightest,brightest:226,1,16.5,8.0,15.0,0.0,brightest_rank=226;parallax_frac_error_gt_0p1;hip_solution_type_not_5,parallax_frac_error_gt_0p1;hip_solution_type_not_5,2,True,False,True,6000130236649730432,6000130236649730432,3.313800096511841,156.98587036132812,29.64214061096128
1167,39.5,P4,gaia_dr3,5998019895874780928,brightest,brightest:276,1,13.5,8.0,18.0,0.0,brightest_rank=276;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,78384,78384,3.4078683853149414,131.6786745765201,32.44059210382457
1168,39.48,P4,gaia_dr3,4240272953377646592,brightest,brightest:443,1,3.48,8.0,28.0,0.0,brightest_rank=443;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,True,False,True,97804,97804,3.747671365737915,272.368528052706,12.177503499643388
1169,39.448,P4,hipparcos2,84223,high_pm,high_pm:183,1,11.448,6.0,0.0,22.0,high_pm_rank=183;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,10.258700370788574,25.22704315185547,1074.9018601249138
1170,39.44,P4,hipparcos2,53910,brightest,brightest:77,1,25.44,8.0,0.0,6.0,brightest_rank=77;fis_supplemental_only_match,,0,False,True,True,,856096765753549056,2.349900007247925,24.44987678527832,88.04785630553421
1171,39.44,P2,hipparcos2,62145,nearest,nearest:477,1,1.44,6.0,10.0,22.0,nearest_rank=477;no_official_or_fis_gaia_hip_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,False,False,,,7.160399913787842,14.880952835083008,421.2362624466227
1172,39.42,P4,gaia_dr3,6456322112116572160,brightest,brightest:244,1,15.42,8.0,10.0,6.0,brightest_rank=244;fis_supplemental_only_match;ruwe_gt_1p4,ruwe_gt_1p4,1,False,True,True,,103227,3.322984457015991,177.22460954476045,31.876702972654392
1173,39.42,P4,hipparcos2,38827,brightest,brightest:244,1,15.42,8.0,10.0,6.0,brightest_rank=244;fis_supplemental_only_match;hip_solution_type_not_5,hip_solution_type_not_5,1,False,True,True,,5512761468416162432,3.393899917602539,139.4700164794922,34.799806033942204
1174,39.38,P4,gaia_dr3,1010770873228612608,brightest,brightest:478,1,1.38,8.0,24.0,6.0,brightest_rank=478;fis_supplemental_only_match;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,False,True,True,,44471,3.7986154556274414,,
1175,39.372,P4,gaia_dr3,5389590533737966208,high_pm,high_pm:324,1,6.372,6.0,5.0,22.0,high_pm_rank=324;no_official_or_fis_gaia_hip_match;missing_bp_or_rp,missing_bp_or_rp,1,False,False,False,,,17.698713302612305,30.732647283716766,1262.0286314435048
1176,39.328,P4,gaia_dr3,1391241478857408768,high_pm,high_pm:353,1,5.328,10.0,2.0,22.0,high_pm_rank=353;no_official_or_fis_gaia_hip_match;phot_variable,phot_variable,1,False,False,False,,,11.018902778625488,12.522830019703605,1229.9126634699246
1177,39.32,P4,gaia_dr3,588551501854159744,brightest,brightest:279,1,13.32,8.0,18.0,0.0,brightest_rank=279;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,47508,47508,3.4208006858825684,41.32637295768716,147.4271241395923
1178,39.308,P4,gaia_dr3,1237730036208674048,high_pm,high_pm:298,1,7.308,10.0,0.0,22.0,high_pm_rank=298;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,17.517000198364258,14.173323059010643,1299.3861145749327
1179,39.28,P4,hipparcos2,59747,brightest,brightest:113,1,23.28,8.0,8.0,0.0,brightest_rank=113;hip_component_flag,hip_component_flag,1,True,False,True,6071060144089351808,6071060144089351808,2.7065999507904053,105.82010650634766,37.278488435021075
1180,39.22,P4,hipparcos2,6686,brightest,brightest:114,1,23.22,8.0,8.0,0.0,brightest_rank=114;hip_component_flag,hip_component_flag,1,True,False,True,510204838759030144,510204838759030144,2.714600086212158,30.478511810302734,300.6266343822516
1181,39.2,P4,gaia_dr3,5199386085968886528,brightest,brightest:281,1,13.2,8.0,18.0,0.0,brightest_rank=281;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,51839,51839,3.421689987182617,136.02930068658935,39.55781889393069
1182,39.2,P4,gaia_dr3,1366580223320727808,high_pm,high_pm:301,1,7.2,10.0,0.0,22.0,high_pm_rank=301;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.057153701782227,17.95558974980552,1296.7756601266417
1183,39.16,P4,gaia_dr3,6000130236649730432,brightest,brightest:215,1,17.16,8.0,14.0,0.0,brightest_rank=215;astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,astrometric_params_not_31_or_95;astrometric_excess_noise_gt_1,2,True,False,True,75264,75264,3.2498960494995117,,
1184,39.14,P4,gaia_dr3,6539947667988856320,brightest,brightest:382,1,7.14,8.0,18.0,6.0,brightest_rank=382;fis_supplemental_only_match;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,False,True,True,,114421,3.6254985332489014,63.06509227479863,141.42447679797417
1185,39.14,P4,hipparcos2,9487,brightest,brightest:382,1,7.14,8.0,18.0,6.0,brightest_rank=382;fis_supplemental_only_match;hip_solution_type_not_5;hip_component_flag,hip_solution_type_not_5;hip_component_flag,2,False,True,True,,2517584007848935808,3.8280999660491943,46.168052673339844,32.45002465330343
1186,39.124,P4,gaia_dr3,1910671318943678208,high_pm,high_pm:192,1,11.124,6.0,0.0,22.0,high_pm_rank=192;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.914342880249023,55.94101639184974,1505.1829713166603
1187,39.088,P4,gaia_dr3,5179762964504825088,high_pm,high_pm:193,1,11.088,6.0,0.0,22.0,high_pm_rank=193;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,13.79964828491211,56.96093249556508,1503.7396917456297
1188,39.08,P4,gaia_dr3,4156500578347841408,brightest,brightest:283,1,13.08,8.0,18.0,0.0,brightest_rank=283;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,91117,91117,3.4242193698883057,56.51261412397282,314.50521169406846
1189,39.06,P4,hipparcos2,76470,brightest,brightest:350,1,9.06,8.0,0.0,22.0,brightest_rank=350;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,3.7471001148223877,68.58710479736328,13.474973098303389
1190,39.06,P4,gaia_dr3,6396597121531742336,brightest,brightest:450,1,3.06,8.0,28.0,0.0,brightest_rank=450;ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4,True,False,True,106044,106044,3.761445999145508,127.62360620079622,93.89335134476077
1191,39.044,P4,hipparcos2,45908,nearest;high_pm,nearest:209;high_pm:292,2,35.044,4.0,0.0,0.0,nearest_rank=209;high_pm_rank=292;multi_cohort=2,,0,True,False,True,5299440441521812992,5299440441521812992,9.53439998626709,10.46243953704834,857.049434396873
1192,39.02,P4,gaia_dr3,6109087784495371648,brightest,brightest:284,1,13.02,8.0,18.0,0.0,brightest_rank=284;ruwe_gt_1p4;astrometric_excess_noise_gt_1,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2,True,False,True,67472,67472,3.4261972904205322,136.48280796174606,29.46076812179792
1193,39.016,P4,gaia_dr3,2429285424478485504,high_pm,high_pm:195,1,11.016,6.0,0.0,22.0,high_pm_rank=195;no_official_or_fis_gaia_hip_match,,0,False,False,False,,,18.097890853881836,50.273657162676024,1498.9876469319252
1194,39.0,P4,hipparcos2,13847,brightest,brightest:151,1,21.0,8.0,10.0,0.0,brightest_rank=151;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,5044368071870093312,5044368071870093312,2.9377999305725098,49.43153762817383,57.27540920849017
